event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time,r_career_fights,r_career_wins,r_career_losses,r_career_draws,r_career_str,r_career_td,r_career_kd,b_career_fights,b_career_wins,b_career_losses,b_career_draws,b_career_str,b_career_td,b_career_kd,r_career_win_rate,b_career_win_rate
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Dan Severn,Ken Shamrock,win,0.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,Open Weight,S-DEC,,3.0,3:00,10,8,2,0,100,9,0,6,4,0,2,53,5,0,0.8,0.6666666666666666
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Don Frye,Amaury Bitetti,win,0.0,0.0,46.0,2.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Knees,1.0,9:30,3,3,0,0,20,1,1,0,0,0,0,0,0,0,1.0,0.0
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Mark Hall,Koji Kitao,win,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,Open Weight,KO/TKO,,1.0,0:47,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Mark Schultz,Gary Goodridge,win,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,Open Weight,KO/TKO,,1.0,12:00,0,0,0,0,0,0,0,3,2,1,0,13,3,0,0.0,0.6666666666666666
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Rafael Carino,Matt Andersen,win,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,5:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Cal Worsham,Zane Frazier,win,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,3:14,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 9: Motor City Madness,1996-05-17,"Detroit, Michigan, USA",Steve Nelmark,Tai Bowden,win,0.0,0.0,13.0,4.0,2.0,0.0,1.0,0.0,Open Weight,KO/TKO,,1.0,7:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Geza Kalman,Dieusel Berto,win,0.0,0.0,21.0,3.0,0.0,0.0,1.0,0.0,Open Weight,KO/TKO,Punches,1.0,5:57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Sam Adkins,Felix Lee Mitchell,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Open Weight,U-DEC,,2.0,3:00,2,1,1,0,0,0,0,1,0,1,0,3,0,0,0.5,0.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Don Frye,Mark Hall,win,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Headbutt,1.0,10:21,4,4,0,0,66,2,1,4,3,1,0,6,0,0,1.0,0.75
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Brian Johnston,Scott Fiedler,win,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,Open Weight,KO/TKO,Punches,1.0,2:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Mark Coleman,Moti Horenstein,win,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,2:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Gary Goodridge,John Campetella,win,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,1:28,4,2,2,0,14,3,0,0,0,0,0,0,0,0,0.5,0.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Don Frye,Brian Johnston,win,0.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Elbows,1.0,4:37,5,5,0,0,93,3,1,1,1,0,0,2,1,0,1.0,1.0
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Mark Coleman,Gary Goodridge,win,0.0,0.0,33.0,3.0,2.0,0.0,0.0,0.0,Open Weight,SUB,Other,1.0,7:00,1,1,0,0,25,1,0,5,3,2,0,19,3,0,1.0,0.6
UFC 10: The Tournament,1996-07-12,"Birmingham, Alabama, USA",Mark Coleman,Don Frye,win,0.0,0.0,34.0,1.0,3.0,0.0,2.0,0.0,Open Weight,KO/TKO,Headbutts,1.0,11:34,2,2,0,0,58,3,0,6,6,0,0,104,4,1,1.0,1.0
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Scott Ferrozzo,David Abbott,win,0.0,0.0,60.0,21.0,0.0,0.0,0.0,0.0,Open Weight,U-DEC,,2.0,3:00,1,0,1,0,9,2,0,5,3,2,0,42,4,2,0.0,0.6
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Mark Coleman,Brian Johnston,win,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,2:20,3,3,0,0,92,6,0,2,1,1,0,13,1,0,1.0,0.5
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Jerry Bohlander,Fabio Gurgel,win,0.0,0.0,18.0,2.0,1.0,1.0,0.0,1.0,Open Weight,U-DEC,,1.0,15:00,2,1,1,0,8,0,0,0,0,0,0,0,0,0,0.5,0.0
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Roberto Traven,Dave Berry,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Open Weight,KO/TKO,Punches,1.0,1:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Brian Johnston,Reza Nasri,win,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,0:28,3,1,2,0,16,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Mark Coleman,Julian Sanchez,win,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,Open Weight,SUB,Scarf Hold,1.0,0:45,4,4,0,0,101,7,0,0,0,0,0,0,0,0,1.0,0.0
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",Scott Ferrozzo,Sam Fulton,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Open Weight,SUB,Injury,1.0,1:45,2,1,1,0,69,2,0,0,0,0,0,0,0,0,0.5,0.0
UFC 11: The Proving Ground,1996-09-20,"Augusta, Georgia, USA",David Abbott,Sam Adkins,win,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,Open Weight,SUB,Forearm Choke,1.0,2:06,6,3,3,0,63,4,2,3,2,1,0,0,0,0,0.5,0.6666666666666666
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Don Frye,David Abbott,win,0.0,0.0,6.0,13.0,0.0,0.0,2.0,0.0,Open Weight,SUB,Rear Naked Choke,1.0,1:22,7,6,1,0,105,4,1,7,4,3,0,71,5,2,0.8571428571428571,0.5714285714285714
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",David Abbott,Steve Nelmark,win,1.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punch,1.0,1:03,8,4,4,0,84,5,2,1,1,0,0,13,2,0,0.5,1.0
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Don Frye,Mark Hall,win,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Open Weight,SUB,Ankle Lock,1.0,0:20,8,7,1,0,111,4,1,5,3,2,0,8,0,0,0.875,0.6
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Ken Shamrock,Brian Johnston,win,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,Open Weight,SUB,Forearm Choke,1.0,5:48,7,4,1,2,71,5,0,4,2,2,0,22,2,0,0.5714285714285714,0.5
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Kimo Leopoldo,Paul Varelans,win,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,Open Weight,KO/TKO,Punches,1.0,9:08,2,0,2,0,10,1,0,7,4,3,0,35,2,1,0.0,0.5714285714285714
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",David Abbott,Cal Worsham,win,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,Open Weight,KO/TKO,Punches,1.0,2:51,9,5,4,0,93,6,3,2,1,1,0,18,1,0,0.5555555555555556,0.5
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Don Frye,Gary Goodridge,win,0.0,0.0,16.0,14.0,0.0,1.0,0.0,0.0,Open Weight,SUB,Other,1.0,11:19,9,8,1,0,111,4,1,6,3,3,0,22,3,0,0.8888888888888888,0.5
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Tai Bowden,Jack Nilson,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Open Weight,KO/TKO,Headbutts,1.0,4:46,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Steve Nelmark,Marcus Bossett,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Open Weight,SUB,Shoulder Choke,1.0,1:37,2,1,1,0,15,2,0,2,1,1,0,1,0,0,0.5,0.5
UFC - Ultimate Ultimate '96,1996-12-07,"Birmingham, Alabama, USA",Mark Hall,Felix Lee Mitchell,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Open Weight,KO/TKO,,1.0,1:45,6,3,3,0,8,0,0,2,0,2,0,3,0,0,0.5,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Mark Coleman,Dan Severn,win,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,Heavyweight,SUB,Scarf Hold,1.0,2:57,5,5,0,0,108,8,0,11,9,2,0,116,9,0,1.0,0.8181818181818182
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Vitor Belfort,Scott Ferrozzo,win,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,0:43,0,0,0,0,0,0,0,3,2,1,0,69,2,0,0.0,0.6666666666666666
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Jerry Bohlander,Nick Sanzo,win,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Lightweight,SUB,Neck Crank,1.0,0:39,3,2,1,0,26,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Vitor Belfort,Tra Telligman,win,1.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Elbows,1.0,1:17,1,1,0,0,9,0,1,0,0,0,0,0,0,0,1.0,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Nick Sanzo,Jackie Lee,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Lightweight,KO/TKO,,1.0,0:48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Yoshiki Takahashi,Wallid Ismail,win,0.0,0.0,20.0,1.0,1.0,1.0,0.0,0.0,Lightweight,U-DEC,,2.0,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Jerry Bohlander,Rainy Martinez,win,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Lightweight,SUB,Rear Naked Choke,1.0,1:24,4,3,1,0,28,2,0,0,0,0,0,0,0,0,0.75,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Justin Martin,Eric Martin,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Heavyweight,SUB,Heel Hook,1.0,0:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 12: Judgement Day,1997-02-07,"Dothan, Alabama, USA",Scott Ferrozzo,Jim Mullen,win,0.0,0.0,30.0,3.0,2.0,0.0,1.0,0.0,Heavyweight,KO/TKO,Knees,1.0,8:02,4,2,2,0,69,2,0,0,0,0,0,0,0,0,0.5,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Guy Mezger,Tito Ortiz,win,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,Lightweight,SUB,Guillotine Choke,1.0,2:00,2,2,0,0,31,1,1,0,0,0,0,0,0,0,1.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Vitor Belfort,David Abbott,win,0.0,0.0,15.0,2.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,0:52,2,2,0,0,26,0,2,10,6,4,0,97,6,3,1.0,0.6
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Randy Couture,Steven Graham,win,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,3:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Randy Couture,Tony Halme,win,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Heavyweight,SUB,Rear Naked Choke,1.0,0:56,1,1,0,0,16,1,0,0,0,0,0,0,0,0,1.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Guy Mezger,Christophe Leninger,win,0.0,0.0,35.0,3.0,0.0,0.0,0.0,1.0,Lightweight,U-DEC,,2.0,3:00,3,3,0,0,31,1,1,1,0,1,0,1,0,0,1.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Enson Inoue,Royce Alger,win,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,Lightweight,SUB,Armbar,1.0,1:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Jack Nilson,Saeed Hosseini,win,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,Lightweight,KO/TKO,Elbows,1.0,1:23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Steven Graham,Dmitri Stepanov,win,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Heavyweight,SUB,Keylock,1.0,1:30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 13: The Ultimate Force,1997-05-30,"Augusta, Georgia, USA",Tito Ortiz,Wes Albritton,win,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punches,1.0,0:31,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0.0,0.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Tony Fryklund,Donnie Chappell,win,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,Lightweight,SUB,Other - Choke,1.0,1:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Alex Hunter,Sam Fulton,win,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,Heavyweight,SUB,Other,1.0,2:30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Joe Moreira,Yuri Vaulin,win,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,,2.0,3:00,1,0,1,0,12,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Kevin Jackson,Todd Butler,win,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punches,1.0,1:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Mark Kerr,Moti Horenstein,win,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,2:22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Dan Bobish,Brian Johnston,win,0.0,0.0,9.0,6.0,1.0,0.0,1.0,0.0,Heavyweight,SUB,Forearm Choke,1.0,2:10,0,0,0,0,0,0,0,5,2,3,0,23,2,0,0.0,0.4
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Kevin Jackson,Tony Fryklund,win,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Lightweight,SUB,Rear Naked Choke,1.0,0:44,1,1,0,0,3,1,0,1,1,0,0,5,1,0,1.0,1.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Mark Kerr,Dan Bobish,win,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,Heavyweight,SUB,Other,1.0,1:38,1,1,0,0,14,1,0,1,1,0,0,9,1,0,1.0,1.0
UFC 14: Showdown,1997-07-27,"Birmingham, Alabama, USA",Maurice Smith,Mark Coleman,win,0.0,0.0,55.0,19.0,0.0,2.0,0.0,2.0,Heavyweight,U-DEC,,3.0,3:00,0,0,0,0,0,0,0,6,6,0,0,112,8,0,0.0,1.0
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Maurice Smith,David Abbott,win,0.0,1.0,12.0,5.0,0.0,0.0,1.0,0.0,Heavyweight,SUB,Other,1.0,8:08,1,1,0,0,55,0,0,11,6,5,0,99,6,3,1.0,0.5454545454545454
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Mark Kerr,Dwayne Cason,win,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,Heavyweight,SUB,Rear Naked Choke,1.0,0:53,2,2,0,0,17,2,0,0,0,0,0,0,0,0,1.0,0.0
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Randy Couture,Vitor Belfort,win,0.0,0.0,34.0,6.0,1.0,0.0,1.0,0.0,Heavyweight,KO/TKO,Punches,1.0,8:16,2,2,0,0,17,2,0,3,3,0,0,41,1,2,1.0,1.0
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Dave Beneteau,Carlos Barreto,win,0.0,0.0,13.0,11.0,3.0,2.0,0.0,0.0,Heavyweight,U-DEC,,2.0,3:00,5,2,3,0,29,3,0,0,0,0,0,0,0,0,0.4,0.0
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Dwayne Cason,Houston Dorr,win,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,3:43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Alex Hunter,Harry Moskowitz,win,0.0,0.0,11.0,12.0,1.0,1.0,0.0,4.0,Heavyweight,S-DEC,,1.0,12:00,1,1,0,0,7,1,0,0,0,0,0,0,0,0,1.0,0.0
UFC 15: Collision Course,1997-10-17,"Bay St. Louis, Mississippi, USA",Mark Kerr,Greg Stott,win,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Knee,1.0,0:17,3,3,0,0,22,3,0,0,0,0,0,0,0,0,1.0,0.0
UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",Tra Telligman,Brad Kohler,win,0.0,0.0,6.0,12.0,0.0,3.0,1.0,0.0,Heavyweight,SUB,Armbar,1.0,10:05,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",David Abbott,Yoji Anjo,win,0.0,0.0,13.0,9.0,3.0,0.0,0.0,1.0,Heavyweight,U-DEC,,2.0,3:00,12,6,6,0,104,6,4,0,0,0,0,0,0,0,0.5,0.0
UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",Frank Shamrock,Kevin Jackson,win,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,Lightweight,SUB,Armbar,1.0,0:16,0,0,0,0,0,0,0,2,2,0,0,5,2,0,0.0,1.0
UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",Vitor Belfort,Joe Charles,win,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,Heavyweight,SUB,Armbar,1.0,4:03,4,3,1,0,47,1,2,3,2,1,0,1,0,0,0.75,0.6666666666666666
UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",Kazushi Sakuraba,Marcus Silveira,win,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,Heavyweight,SUB,Armbar,1.0,3:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC - Ultimate Japan,1997-12-21,"Yokohama, Kanagawa, Japan",Randy Couture,Maurice Smith,win,0.0,0.0,19.0,9.0,3.0,0.0,1.0,0.0,Heavyweight,M-DEC,,3.0,3:00,3,3,0,0,51,3,0,2,2,0,0,67,0,0,1.0,1.0
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Frank Shamrock,Igor Zinoviev,win,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO,Slam,1.0,0:22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Tsuyoshi Kohsaka,Kimo Leopoldo,win,0.0,0.0,45.0,13.0,0.0,2.0,0.0,2.0,Heavyweight,U-DEC,,2.0,3:00,0,0,0,0,0,0,0,3,1,2,0,19,1,0,0.0,0.3333333333333333
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Pat Miletich,Chris Brennan,win,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,Lightweight,SUB,Shoulder Choke,1.0,9:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Mikey Burnett,Eugenio Tadeu,win,0.0,0.0,42.0,6.0,1.0,0.0,1.0,0.0,Lightweight,KO/TKO,Punches,1.0,9:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Pat Miletich,Townsend Saunders,win,0.0,0.0,18.0,13.0,0.0,2.0,1.0,0.0,Lightweight,S-DEC,,2.0,3:00,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Jerry Bohlander,Kevin Jackson,win,0.0,0.0,5.0,18.0,0.0,2.0,2.0,0.0,Middleweight,SUB,Armbar,1.0,10:23,5,4,1,0,28,3,0,3,2,1,0,7,3,0,0.8,0.6666666666666666
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Chris Brennan,Courtney Turner,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Lightweight,SUB,Armbar,1.0,1:20,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0.0
UFC 16: Battle in the Bayou,1998-03-13,"New Orleans, Louisiana, USA",Laverne Clark,Josh Stuart,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Lightweight,KO/TKO,,1.0,1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Chuck Liddell,Noe Hernandez,win,0.0,0.0,46.0,9.0,2.0,1.0,0.0,0.0,Middleweight,U-DEC,,1.0,12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Pete Williams,Mark Coleman,win,1.0,0.0,22.0,26.0,0.0,3.0,1.0,0.0,Heavyweight,KO/TKO,Kick,2.0,0:38,0,0,0,0,0,0,0,7,6,1,0,131,10,0,0.0,0.8571428571428571
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Dan Henderson,Carlos Newton,win,0.0,2.0,28.0,20.0,3.0,2.0,0.0,1.0,Middleweight,S-DEC,,2.0,3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",David Abbott,Hugo Duarte,win,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,0:43,13,7,6,0,117,9,4,0,0,0,0,0,0,0,0.5384615384615384,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Frank Shamrock,Jeremy Horn,win,0.0,0.0,20.0,14.0,0.0,5.0,3.0,0.0,Middleweight,SUB,Kneebar,2.0,1:28,2,2,0,0,3,1,0,0,0,0,0,0,0,0,1.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Carlos Newton,Bob Gilstrap,win,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,Middleweight,SUB,Triangle Choke,1.0,0:52,1,0,1,0,20,2,2,0,0,0,0,0,0,0,0.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Dan Henderson,Allan Goes,win,1.0,1.0,31.0,36.0,1.0,0.0,1.0,0.0,Middleweight,U-DEC,,2.0,3:00,1,1,0,0,28,3,0,0,0,0,0,0,0,0,1.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Andre Roberts,Harry Moskowitz,win,0.0,0.0,0.0,0.0,0.0,0.0,,,Heavyweight,U-DEC,,2.0,3:00,0,0,0,0,0,0,0,1,0,1,0,12,1,0,0.0,0.0
UFC 17: Redemption,1998-05-15,"Mobile, Alabama, USA",Mike van Arsdale,Joe Pardo,win,0.0,0.0,27.0,4.0,1.0,0.0,1.0,1.0,Heavyweight,SUB,Keylock,1.0,11:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",Tulio Palhares,Adriano Santos,win,0.0,0.0,31.0,11.0,4.0,2.0,0.0,0.0,Middleweight,KO/TKO,Punches,1.0,9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC - Ultimate Brazil,1998-10-16,"Sao Paulo, Brazil",Ebenezer Fontes Braga,Jeremy Horn,win,0.0,0.0,9.0,3.0,1.0,0.0,1.0,0.0,Middleweight,SUB,Guillotine Choke,1.0,3:27,0,0,0,0,0,0,0,1,0,1,0,14,5,0,0.0,0.0
